#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2024-08-09-05-21-45
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	pkts_filtered	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1614578399.509751	zeek	175	1	61	-	-	-	-	525	17	0	1	0	0	1	0	47	42	0	0	0	0	0	0	0	0
1614578699.549291	zeek	176	184704	17402929	-	-	-	-	5463	5457	0	51	0	0	182	0	2151	136	0	0	0	0	0	0	0	0
1614578999.558881	zeek	176	39314	2956855	-	-	-	-	2626	2627	0	31	0	0	35	0	1880	89	0	0	0	0	0	0	0	0
1614579299.586027	zeek	176	24296	3445115	-	-	-	-	1515	1515	0	9	0	0	53	0	1822	60	0	0	0	0	0	0	0	0
1614579600.807081	zeek	176	9423	655664	-	-	-	-	1153	1151	0	11	0	0	29	0	1565	60	0	0	0	0	0	0	0	0
1614579902.691878	zeek	176	1890	232460	-	-	-	-	341	343	0	5	0	0	16	0	1322	56	0	0	0	0	0	0	0	0
1614580208.016144	zeek	176	7845	2329229	-	-	-	-	247	246	0	7	0	0	10	0	1334	53	0	0	0	0	0	0	0	0
1614580575.768622	zeek	176	126	18806	-	-	-	-	99	104	0	1	0	0	6	0	551	50	0	0	0	0	0	0	0	0
1614580879.382629	zeek	176	116	14814	-	-	-	-	149	143	0	3	0	0	8	0	856	47	0	0	0	0	0	0	0	0
1614581211.062771	zeek	177	87	5902	-	-	-	-	118	125	0	1	0	0	12	0	493	46	0	0	0	0	0	0	0	0
1614581542.333190	zeek	177	74	5008	-	-	-	-	171	167	0	1	0	0	11	0	629	46	0	0	0	0	0	0	0	0
1614581843.751383	zeek	177	1363	376828	-	-	-	-	164	163	0	4	0	0	13	0	588	50	0	0	0	0	0	0	0	0
1614582143.782018	zeek	177	18645	3274390	-	-	-	-	2789	2789	0	103	0	0	249	0	1686	227	0	0	0	0	0	0	78208	0
1614582443.799469	zeek	177	15679	1942455	-	-	-	-	4401	4398	0	24	0	0	226	0	2136	95	0	0	0	0	0	0	0	0
1614582743.801879	zeek	177	9894	1455698	-	-	-	-	654	654	0	22	0	0	23	0	1772	68	0	0	0	0	0	0	0	0
1614583043.881528	zeek	177	7788	1162487	-	-	-	-	541	543	0	12	0	0	19	0	1729	62	0	0	0	0	0	0	0	0
1614583343.892508	zeek	177	7191	483697	-	-	-	-	491	492	0	9	0	0	14	0	1705	54	0	0	0	0	0	0	0	0
1614583643.968701	zeek	177	5003	335674	-	-	-	-	447	445	0	11	0	0	21	0	1661	55	0	0	0	0	0	0	0	0
1614583944.019417	zeek	177	3969	265957	-	-	-	-	549	549	0	9	0	0	16	0	1699	56	0	0	0	0	0	0	0	0
1614584244.032495	zeek	177	3576	238834	-	-	-	-	470	469	0	4	0	0	10	0	1681	52	0	0	0	0	0	0	0	0
1614584544.060869	zeek	177	3163	208909	-	-	-	-	417	420	0	7	0	0	12	0	1660	49	0	0	0	0	0	0	0	0
1614584868.281613	zeek	178	347	23394	-	-	-	-	151	153	0	1	0	0	6	0	694	46	0	0	0	0	0	0	0	0
1614585173.321637	zeek	178	30	2102	-	-	-	-	85	83	0	3	0	0	6	0	510	46	0	0	0	0	0	0	0	0
1614585478.372714	zeek	178	25	1626	-	-	-	-	90	88	0	1	0	0	5	0	625	45	0	0	0	0	0	0	0	0
1614585784.408160	zeek	178	15	1064	-	-	-	-	59	62	0	1	0	0	3	0	502	42	0	0	0	0	0	0	0	0
1614586120.373122	zeek	178	3	322	-	-	-	-	21	21	0	1	0	0	2	0	121	44	0	0	0	0	0	0	0	0
1614586462.379320	zeek	178	1	130	-	-	-	-	10	11	0	1	0	0	1	0	42	43	0	0	0	0	0	0	0	0
