#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	capture_loss
#open	2024-08-09-05-21-46
#fields	ts	ts_delta	peer	gaps	acks	percent_lost
#types	time	interval	string	count	count	double
1614578459.562614	60.052863	zeek	0	0	0.0
1614579359.606772	900.044158	zeek	0	0	0.0
1614580263.425525	903.818753	zeek	0	0	0.0
1614581211.062771	947.637246	zeek	0	0	0.0
1614582111.082270	900.019499	zeek	0	0	0.0
1614583011.083773	900.001503	zeek	0	0	0.0
1614583911.165190	900.081417	zeek	0	0	0.0
1614584817.275673	906.110483	zeek	0	0	0.0
1614585733.403525	916.127852	zeek	0	0	0.0
1614586712.388804	978.985279	zeek	0	0	0.0
1614587829.404009	1117.015205	zeek	0	0	0.0
1614588738.534700	909.130691	zeek	0	0	0.0
1614590150.472511	1411.937811	zeek	0	0	0.0
1614591215.465016	1064.992505	zeek	0	0	0.0
1614592167.318544	951.853528	zeek	0	0	0.0
1614593078.503589	911.185045	zeek	0	0	0.0
1614593978.514872	900.011283	zeek	0	0	0.0
1614595190.536730	1212.021858	zeek	0	0	0.0
1614596326.941769	1136.405039	zeek	0	0	0.0
1614597350.140800	1023.199031	zeek	0	0	0.0
1614598329.691258	979.550458	zeek	0	0	0.0
1614599942.187961	1612.496703	zeek	0	0	0.0
1614600949.977581	1007.789620	zeek	0	0	0.0
1614601869.730540	919.752959	zeek	0	0	0.0
1614603558.033917	1688.303377	zeek	0	0	0.0
1614604549.809230	991.775313	zeek	0	0	0.0
1614606349.724124	1799.914894	zeek	0	0	0.0
1614608149.648624	1799.924500	zeek	0	0	0.0
1614609236.498164	1086.849540	zeek	0	0	0.0
1614610576.644280	1340.146116	zeek	0	0	0.0
1614611749.479481	1172.835201	zeek	0	0	0.0
1614613549.403594	1799.924113	zeek	0	0	0.0
1614615349.320173	1799.916579	zeek	0	0	0.0
1614617149.233836	1799.913663	zeek	0	0	0.0
1614618949.149353	1799.915517	zeek	0	0	0.0
1614620749.072540	1799.923187	zeek	0	0	0.0
1614622479.044616	1729.972076	zeek	0	0	0.0
1614623442.190185	963.145569	zeek	0	0	0.0
1614624348.915617	906.725432	zeek	0	0	0.0
1614625250.113959	901.198342	zeek	0	0	0.0
1614627057.437780	1807.323821	zeek	0	0	0.0
1614628864.761586	1807.323806	zeek	0	0	0.0
1614630672.685505	1807.923919	zeek	0	0	0.0
1614632480.609536	1807.924031	zeek	0	0	0.0
1614634288.533669	1807.924133	zeek	0	0	0.0
1614636096.457930	1807.924261	zeek	0	0	0.0
1614637903.782326	1807.324396	zeek	0	0	0.0
1614639711.106345	1807.324019	zeek	0	0	0.0
1614641519.029865	1807.923520	zeek	0	0	0.0
1614643326.953133	1807.923268	zeek	0	0	0.0
1614645134.876305	1807.923172	zeek	0	0	0.0
1614646942.799413	1807.923108	zeek	0	0	0.0
1614648750.122991	1807.323578	zeek	0	0	0.0
1614650557.446699	1807.323708	zeek	0	0	0.0
1614652365.370224	1807.923525	zeek	0	0	0.0
1614654173.293702	1807.923478	zeek	0	0	0.0
1614655981.217199	1807.923497	zeek	0	0	0.0
1614657788.540716	1807.323517	zeek	0	0	0.0
1614659595.864217	1807.323501	zeek	0	0	0.0
